Database,Keyword,Tags,Seed keyword,Page,Topic,Page type,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content reference 1,Content reference 2,Content reference 3,Content reference 4,Content reference 5,Content reference 6,Content reference 7,Content reference 8,Content reference 9,Content reference 10,Competitor on TOP 10 #1,Competitor on TOP 10 #2,Competitor on TOP 10 #3,Competitor on TOP 10 #4,Competitor on TOP 10 #5,Competitor on TOP 10 #6,Competitor on TOP 10 #7,Competitor on TOP 10 #8,Competitor on TOP 10 #9,Competitor on TOP 10 #10,Priority,Url,Idea,target_page,match_type
uk,salary sacrifice calculator,,,(non-clustered),,,8100.0,28.0,0.93,0.09,109.0,Informational,"Related Searches, Video, People Also Ask","0.81,0.66,0.66,0.66,0.66,0.66,0.66,1.00,0.66,0.66,0.54,0.66",90.0,,,,,,,,,,,,,,,,,,,,,,,,/salary-sacrifice/electric-car,tool_match
uk,bonus calculator salary,,,(non-clustered),,,170.0,27.0,0.0,0.0,84800000.0,"Informational, Commercial",Related Searches,"0.54,0.54,0.43,0.18,0.22,0.35,0.29,0.29,0.54,0.54,0.54,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,salary sacrifice calculator take home pay,,,(non-clustered),,,140.0,27.0,0.0,0.05,105.0,Informational,Related Searches,"0.80,0.80,0.80,0.52,0.42,0.52,0.52,0.66,0.33,0.42,0.42,0.42",90.0,,,,,,,,,,,,,,,,,,,,,,,,/salary-sacrifice/electric-car,tool_match
uk,how much bonus will i take home,,,(non-clustered),,,170.0,28.0,0.0,0.0,104.0,Informational,"Related Searches, Site Links, People Also Ask","0.35,0.29,0.29,0.22,0.10,0.14,0.22,0.29,0.43,0.35,0.43,0.43",20.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,bonus calculator after tax,,,(non-clustered),,,590.0,29.0,1.3,0.0,87.0,Informational,Related Searches,"0.04,0.07,0.05,0.08,0.07,0.05,0.16,0.08,0.10,0.13,0.16,0.52",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,take home pay for 25000,,,(non-clustered),,,390.0,29.0,0.34,0.01,250000000.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","1.00,1.00,0.21,0.09,0.26,0.72,0.59,0.39,0.01,0.48,0.48,0.59",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/25000-after-tax,exact_match
uk,how do you work out salary,,,(non-clustered),,,210.0,34.0,1.27,0.04,669000000.0,Informational,"Video, People Also Ask, Related Searches, Discussions And Forums, AI Overview","1.00,0.35,0.54,0.29,0.35,0.29,0.18,0.43,0.43,0.54,0.66,0.81",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,bonus pay tax calculator,,,(non-clustered),,,170.0,32.0,1.3,0.0,209000000.0,Informational,Related Searches,"0.05,1.00,1.00,0.04,0.04,0.09,0.12,0.29,0.01,0.09,0.19,0.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,bonus tax uk,,,(non-clustered),,,140.0,32.0,0.0,0.01,137000000.0,Informational,"Site Links, Video, People Also Ask, Related Searches, AI Overview","0.11,0.11,0.11,0.17,0.09,0.11,0.17,0.17,0.21,0.17,0.17,0.26",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,calculate after tax bonus,,,(non-clustered),,,210.0,32.0,0.0,0.0,102000000.0,Informational,"Video, Related Searches, Site Links","0.81,0.81,0.05,0.06,0.06,0.15,0.23,0.44,0.54,0.28,0.28,0.54",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,how much will i be taxed on my bonus,,,(non-clustered),,,110.0,32.0,0.0,0.0,21400000.0,Informational,"Related Searches, AI Overview, Site Links, Video, People Also Ask","0.35,0.28,0.23,0.23,0.12,0.12,0.17,0.17,0.28,0.28,0.28,0.53",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,salary calculator with salary sacrifice,,,(non-clustered),,,1000.0,22.0,0.93,0.09,4160000.0,Informational,"Video, Related Searches","0.18,0.05,0.03,0.05,0.08,0.07,0.07,0.35,0.03,0.03,0.16,0.07",90.0,,,,,,,,,,,,,,,,,,,,,,,,/salary-sacrifice/electric-car,tool_match
uk,3600 after tax,,,(non-clustered),,,110.0,33.0,0.0,0.0,12000000.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.78,0.78,0.64,0.78,0.64,0.64,0.64,0.78,0.50,0.64,0.50,0.64",90.0,,,,,,,,,,,,,,,,,,,,,,,,/salary/3600-after-tax,missing_page
uk,bonus calculator uk after tax,,,(non-clustered),,,320.0,33.0,0.96,0.02,39500000.0,Informational,"Site Links, Related Searches, AI Overview","1.00,0.00,0.84,0.00,0.16,0.00,0.00,0.00,0.00,0.46,0.00,0.00",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,bonus calculator,,,(non-clustered),,,1600.0,46.0,0.0,0.0,623000000.0,Informational,Related Searches,"0.44,0.36,0.44,0.36,0.24,0.24,0.24,0.36,0.44,0.52,0.66,0.80",75.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,bonus calculator uk,,,(non-clustered),,,880.0,41.0,1.12,0.01,95.0,"Informational, Commercial",Related Searches,"0.36,0.30,0.30,0.20,0.16,0.16,0.16,0.20,0.20,0.30,0.30,0.54",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,bonus payment tax calculator uk,,,(non-clustered),,,260.0,37.0,0.96,0.02,59200000.0,Informational,"Site Links, Related Searches","0.55,0.76,0.05,0.03,0.01,0.13,0.16,0.03,0.36,0.10,0.16,0.76",20.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,compare wages uk,,,(non-clustered),,,260.0,37.0,1.52,0.14,33500000.0,Informational,"Video, Related Searches","1.00,0.66,0.54,0.14,0.35,0.81,0.66,0.66,0.66,0.66,0.66,0.81",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,is bonus pay taxable,,,(non-clustered),,,140.0,34.0,0.0,0.0,132.0,Informational,"Site Links, Video, People Also Ask, FAQ, Related Searches, AI Overview","0.53,0.53,0.53,0.26,0.42,0.65,0.53,0.53,0.80,0.65,0.53,0.80",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,salary sacrifice calculator uk,,,(non-clustered),,,1300.0,26.0,0.79,0.07,1750000.0,Commercial,"Video, Related Searches","0.41,0.41,0.41,0.66,0.66,0.66,0.66,1.00,0.79,0.79,0.66,0.79",90.0,,,,,,,,,,,,,,,,,,,,,,,,/salary-sacrifice/electric-car,tool_match
uk,bonus calculator after tax uk,,,(non-clustered),,,90.0,35.0,0.96,0.02,41300000.0,Informational,"Site Links, Related Searches","0.44,0.05,0.36,0.02,0.15,0.01,0.01,0.01,0.05,0.12,0.01,0.04",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,calculate pay with bonus,,,(non-clustered),,,90.0,36.0,0.0,0.0,61600000.0,"Informational, Commercial",Related Searches,"0.06,0.03,0.03,0.05,0.08,0.18,0.18,0.23,0.11,0.11,0.23,0.23",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,uk bonus calculator,,,(non-clustered),,,170.0,35.0,1.12,0.01,99.0,Informational,Related Searches,"0.04,0.12,0.12,0.19,0.15,0.23,0.19,0.23,0.12,0.19,0.00,0.44",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,bonus calc,,,(non-clustered),,,390.0,36.0,0.0,0.0,384000000.0,Informational,"Video, People Also Ask, Related Searches","0.01,0.05,0.08,0.02,0.30,0.03,0.05,0.30,0.55,0.55,0.82,1.00",75.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,bonus tax calculator uk,,,(non-clustered),,,1300.0,46.0,0.96,0.02,47600000.0,"Informational, Commercial","Site Links, Related Searches","0.29,0.18,0.24,0.08,0.13,0.08,0.16,0.08,0.18,0.24,0.29,0.29",20.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,calculate a bonus,,,(non-clustered),,,1600.0,36.0,0.0,0.0,107.0,"Informational, Commercial","Video, People Also Ask, Related Searches","0.36,0.36,0.29,0.03,0.05,0.16,0.13,0.20,0.36,0.36,0.54,0.65",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,how do you calculate salary,,,(non-clustered),,,140.0,51.0,0.0,0.02,252000000.0,Informational,"Related Searches, AI Overview, Site Links, Video, People Also Ask","0.80,0.53,0.65,0.26,0.42,0.34,0.19,0.42,0.42,0.53,0.53,0.53",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,how much is the tax on bonuses,,,(non-clustered),,,110.0,36.0,0.0,0.0,78600000.0,Informational,"Site Links, Video, People Also Ask, FAQ, Related Searches, Discussions And Forums, AI Overview","0.29,0.29,0.29,0.10,0.14,0.14,0.08,0.18,0.29,0.22,0.29,0.43",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,tax calculator bonus uk,,,(non-clustered),,,210.0,36.0,0.96,0.02,40900000.0,Informational,Related Searches,"0.44,0.00,0.15,1.00,0.44,0.01,0.00,1.00,0.19,0.66,0.23,0.29",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,tax on salary bonus calculator,,,(non-clustered),,,2400.0,37.0,1.3,0.0,59500000.0,Informational,"Video, Related Searches","0.43,0.28,0.28,0.03,0.10,0.15,0.15,0.19,0.00,0.24,0.43,0.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,350000 after tax,,,(non-clustered),,,90.0,38.0,0.0,0.01,15400000.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.14,0.22,0.18,0.18,0.22,0.10,0.18,0.14,0.14,0.18,0.14,0.29",90.0,,,,,,,,,,,,,,,,,,,,,,,,/salary/350000-after-tax,missing_page
uk,bonus take home calculator,,,(non-clustered),,,880.0,42.0,0.0,0.0,349000000.0,Informational,"Site Links, Related Searches","0.41,0.30,0.30,0.30,0.16,0.20,0.16,0.24,0.36,0.41,0.54,0.66",20.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,calculate bonus after tax uk,,,(non-clustered),,,390.0,40.0,0.96,0.02,15300000.0,Informational,Related Searches,"0.24,0.04,0.08,0.03,0.11,0.08,0.07,0.04,0.55,0.30,0.55,0.82",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,tax on bonus calculator uk,,,(non-clustered),,,260.0,42.0,0.96,0.02,44600000.0,Informational,"Related Searches, Site Links","0.16,0.02,0.13,0.07,0.31,0.08,0.11,0.11,0.13,0.31,0.11,0.20",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,work out bonus after tax,,,(non-clustered),,,140.0,45.0,0.0,0.01,291000000.0,Informational,Related Searches,"0.34,0.28,0.28,0.34,0.28,0.28,0.21,0.34,0.65,0.53,0.53,0.43",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,calculator bonus tax,,,(non-clustered),,,390.0,40.0,1.3,0.0,93.0,Informational,"Related Searches, AI Overview, Site Links, Video, People Also Ask","1.00,0.00,0.00,0.00,0.00,0.24,0.00,0.13,0.00,0.10,0.01,0.00",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,hmrc bonus tax calculator,,,(non-clustered),,,260.0,48.0,1.6,0.03,334000.0,Informational,"Site Links, Video, Related Searches","0.54,0.36,0.36,0.23,0.15,0.15,0.15,0.15,0.19,0.15,0.15,0.19",20.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,salary comparison uk,,,(non-clustered),,,480.0,40.0,1.52,0.14,92700000.0,Commercial,"Video, People Also Ask, Related Searches","0.54,0.44,0.44,0.54,0.44,0.54,0.54,0.67,0.54,0.44,0.36,0.54",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,bonus after tax calculator,,,(non-clustered),,,1000.0,36.0,1.3,0.0,197000000.0,Informational,"Site Links, Related Searches","0.16,0.20,0.16,0.13,0.20,0.24,0.08,0.13,0.10,0.20,0.66,0.52",20.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,bonus tax calculator,,,(non-clustered),,,2400.0,41.0,1.3,0.0,94.0,"Informational, Commercial","Site Links, Video, Related Searches","0.23,0.23,0.29,0.23,0.10,0.12,0.16,0.19,0.23,0.23,0.35,0.44",20.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,bonus uk tax calculator,,,(non-clustered),,,320.0,41.0,0.96,0.02,101.0,Informational,Related Searches,"1.00,0.00,0.84,0.00,0.16,0.00,0.00,0.00,0.01,0.46,0.00,0.16",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,how much are bonus taxes,,,(non-clustered),,,110.0,41.0,0.0,0.0,145000000.0,Informational,"FAQ, Related Searches, AI Overview, Site Links, Video, People Also Ask","0.29,0.29,0.29,0.10,0.14,0.14,0.08,0.18,0.29,0.22,0.29,0.43",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,tax calculation for bonus,,,(non-clustered),,,2400.0,49.0,1.3,0.0,201000000.0,Informational,"People Also Ask, Related Searches, AI Overview, Video","0.43,0.28,0.28,0.03,0.10,0.15,0.15,0.19,0.00,0.24,0.43,0.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,tax calculator uk bonus,,,(non-clustered),,,110.0,34.0,0.96,0.02,32400000.0,"Informational, Commercial",Related Searches,"0.81,0.29,0.07,0.01,0.02,0.02,0.01,0.00,0.02,0.15,0.02,0.04",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,tax on bonus uk calculator,,,(non-clustered),,,140.0,42.0,0.96,0.02,61200000.0,Informational,"Site Links, Related Searches","0.23,0.15,0.15,0.11,0.06,0.06,0.08,0.08,0.18,0.11,0.18,0.28",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,tax on bonuses uk calculator,,,(non-clustered),,,880.0,41.0,0.96,0.02,92.0,Informational,"People Also Ask, Related Searches, Site Links","0.37,0.31,0.68,0.37,0.20,0.20,0.31,0.37,0.68,0.31,0.52,0.68",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,taxing bonus payments calculator,,,(non-clustered),,,1900.0,48.0,1.3,0.0,93.0,Informational,"Site Links, Video, Related Searches","0.35,0.29,0.29,0.24,0.13,0.18,0.18,0.24,0.00,0.29,0.53,0.00",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,uk tax on bonuses calculator,,,(non-clustered),,,140.0,41.0,0.96,0.02,102.0,Informational,Related Searches,"0.00,0.00,0.84,0.00,0.16,0.00,0.00,0.00,0.00,0.46,0.00,0.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,calculate bonus after tax,,,(non-clustered),,,720.0,42.0,1.3,0.0,107000000.0,Informational,"Video, Related Searches","0.24,0.04,0.05,0.16,0.05,0.13,0.08,0.13,0.27,0.20,0.27,0.36",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,calculate bonus take home,,,(non-clustered),,,390.0,38.0,0.0,0.0,152000000.0,Informational,"People Also Ask, Related Searches","0.67,0.55,0.55,0.03,0.02,0.13,0.10,0.03,0.00,0.16,0.20,0.36",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,how much of my bonus will i take home,,,(non-clustered),,,260.0,45.0,0.0,0.0,1480000000.0,Informational,"Site Links, Video, People Also Ask, Related Searches","0.29,0.23,0.29,0.19,0.10,0.12,0.12,0.15,0.29,0.19,0.36,0.54",20.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,tax from bonus calculator,,,(non-clustered),,,2400.0,42.0,1.3,0.0,184000000.0,Informational,"Related Searches, Site Links, Video, People Also Ask","0.43,0.28,0.28,0.03,0.10,0.15,0.15,0.19,0.00,0.24,0.43,0.00",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,how much is the tax on bonus,,,(non-clustered),,,110.0,43.0,0.0,0.0,301000000.0,Informational,"FAQ, Related Searches, AI Overview, Site Links, Video, People Also Ask","0.35,0.35,0.35,0.12,0.17,0.17,0.10,0.23,0.35,0.28,0.35,0.53",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,one-off bonus tax calculator uk,,,(non-clustered),,,140.0,43.0,0.0,0.02,75.0,Informational,"Site Links, People Also Ask, Related Searches","0.12,0.19,0.03,0.05,0.10,0.15,0.10,0.07,0.12,0.07,0.05,0.01",20.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,tax on bonus calculator,,,(non-clustered),,,720.0,42.0,1.3,0.0,217000000.0,"Informational, Commercial",Related Searches,"0.30,0.20,0.34,0.11,0.11,0.16,0.16,0.11,0.16,0.13,0.13,0.24",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,taxable bonus calculator,,,(non-clustered),,,170.0,38.0,1.3,0.0,88.0,Informational,"Related Searches, Site Links, Video","0.02,0.37,0.37,0.01,0.01,0.03,0.04,0.11,0.00,0.03,0.07,0.00",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,yearly gross salary,,,(non-clustered),,,170.0,35.0,0.0,0.0,88100000.0,Informational,"Related Searches, AI Overview, Site Links, Video","0.81,0.81,0.65,0.28,0.43,0.81,0.65,0.43,0.53,1.00,0.65,0.81",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,calculate tax on bonus uk,,,(non-clustered),,,90.0,45.0,0.96,0.02,96.0,Informational,"Site Links, Related Searches","0.03,0.03,0.08,0.10,0.01,0.10,0.08,0.03,0.03,0.05,0.05,0.24",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,how much of a bonus is taxed,,,(non-clustered),,,110.0,44.0,0.0,0.0,113.0,Informational,"AI Overview, Site Links, Video, People Also Ask, FAQ, Related Searches","0.09,0.53,0.43,0.28,0.21,0.21,0.21,0.28,0.28,0.28,0.28,0.34",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,how much tax do i pay on my bonus,,,(non-clustered),,,140.0,44.0,0.0,0.01,273000000.0,Informational,"Site Links, Video, People Also Ask, Related Searches, AI Overview","0.14,0.10,0.35,0.22,0.18,0.10,0.22,0.18,0.29,0.18,0.29,0.43",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,salary calculator and bonus,,,(non-clustered),,,170.0,44.0,0.0,0.0,80200000.0,Informational,Related Searches,"0.54,0.54,0.43,0.18,0.22,0.35,0.29,0.29,0.54,0.54,0.54,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay calculator with bonus,,,(non-clustered),,,320.0,44.0,0.0,0.0,111.0,Informational,,"0.36,0.24,0.16,0.10,0.10,0.10,0.16,0.08,0.13,0.10,0.20,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,uk bonus tax calculator,,,(non-clustered),,,720.0,42.0,0.96,0.02,63700000.0,"Informational, Commercial",Related Searches,"0.54,0.30,0.54,0.36,0.30,0.08,0.07,0.20,0.16,0.20,0.20,0.20",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,uk salary calculator,,,(non-clustered),,,40500.0,61.0,0.8,0.01,109.0,Informational,"Video, Related Searches","0.54,0.54,0.44,0.24,0.54,0.29,0.29,0.36,0.44,0.36,0.44,0.54",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,uk tax on bonus calculator,,,(non-clustered),,,170.0,44.0,0.96,0.02,40800000.0,Informational,"People Also Ask, Related Searches","1.00,0.23,0.06,0.01,0.01,0.03,0.00,0.66,0.00,0.01,0.01,0.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,calculate bonus,,,(non-clustered),,,90.0,45.0,0.0,0.0,164000000.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.35,0.23,0.23,0.18,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.05",75.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,salary and bonus calculator uk,,,(non-clustered),,,260.0,45.0,1.12,0.01,105.0,Informational,Related Searches,"0.16,0.10,0.20,0.13,0.10,0.10,0.10,0.13,0.01,0.13,0.20,0.20",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,salary bonus calculator uk,,,(non-clustered),,,260.0,42.0,1.12,0.01,12000000.0,Informational,"Related Searches, People Also Ask","0.21,0.14,0.26,0.17,0.14,0.07,0.09,0.32,0.00,0.48,0.59,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,how are bonuses taxed in the uk,,,(non-clustered),,,140.0,46.0,0.0,0.01,23000000.0,Informational,"Site Links, Video, People Also Ask, FAQ, Related Searches, AI Overview","0.53,0.42,0.34,0.42,0.42,0.26,0.42,0.53,0.65,0.65,0.65,0.80",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,how much will my bonus be taxed,,,(non-clustered),,,260.0,41.0,0.0,0.0,22400000.0,Informational,"Related Searches, AI Overview, Site Links, Video, People Also Ask","0.29,0.23,0.19,0.23,0.12,0.12,0.12,0.19,0.36,0.19,0.36,0.66",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,income calculator,,,(non-clustered),,,6600.0,51.0,1.22,0.0,116.0,Informational,"Video, Related Searches","0.54,0.44,0.44,0.66,0.54,0.54,0.54,0.44,0.36,0.54,0.44,0.44",75.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,salary work out,,,(non-clustered),,,210.0,59.0,0.8,0.01,669000000.0,Informational,"Video, People Also Ask, Related Searches","0.44,0.05,0.06,0.66,0.44,0.44,0.44,0.44,0.36,0.66,0.12,0.54",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,tax bonus calculator uk,,,(non-clustered),,,90.0,46.0,0.96,0.02,89.0,"Informational, Commercial",Related Searches,"0.26,0.39,0.14,0.07,0.02,0.00,0.00,0.00,0.03,0.48,0.03,0.07",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,bonus and salary tax calculator,,,(non-clustered),,,90.0,47.0,0.0,0.0,102.0,Informational,"Related Searches, Video","0.34,0.34,0.42,0.26,0.26,0.19,0.26,0.15,0.34,0.34,0.53,0.53",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,bonus post tax calculator,,,(non-clustered),,,210.0,47.0,0.0,0.0,93.0,Informational,"Site Links, Related Searches","0.81,0.81,0.05,0.06,0.06,0.15,0.23,0.35,0.54,0.28,0.28,0.54",20.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,bonus tax estimator,,,(non-clustered),,,2400.0,47.0,1.3,0.0,16100000.0,Informational,"Video, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.43,0.28,0.28,0.03,0.10,0.15,0.15,0.19,0.28,0.24,0.43,0.66",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,calculate tax bonus,,,(non-clustered),,,590.0,42.0,1.3,0.0,96.0,"Informational, Commercial","Video, Related Searches","0.03,0.01,0.65,0.07,0.24,0.34,0.34,0.44,0.00,0.55,1.00,0.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,how are bonuses taxed uk,,,(non-clustered),,,210.0,47.0,0.0,0.01,21500000.0,Informational,"AI Overview, Site Links, Video, People Also Ask, Related Searches","0.29,0.23,0.23,0.36,0.36,0.23,0.23,0.36,0.29,0.29,0.29,0.36",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,how much are bonuses taxed,,,(non-clustered),,,140.0,35.0,0.0,0.0,8640000.0,Informational,"Site Links, Video, FAQ, Related Searches, AI Overview","0.29,0.22,0.18,0.22,0.14,0.10,0.22,0.14,0.29,0.18,0.22,0.29",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,how much tax will i pay on my bonus,,,(non-clustered),,,320.0,47.0,0.0,0.01,86.0,Informational,"Related Searches, Discussions And Forums, AI Overview, People Also Ask, FAQ","0.32,0.32,0.39,0.26,0.14,0.21,0.17,0.21,0.32,0.17,0.26,0.48",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,how much will i get taxed on my bonus,,,(non-clustered),,,110.0,47.0,0.0,0.0,108.0,Informational,"Site Links, Video, People Also Ask, Related Searches, AI Overview","0.35,0.28,0.23,0.17,0.12,0.12,0.12,0.17,0.23,0.17,0.35,0.66",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,salary bonus calculator,,,(non-clustered),,,110.0,36.0,0.0,0.0,86500000.0,Informational,Related Searches,"0.18,0.14,0.18,0.18,0.22,0.18,0.22,0.18,0.29,0.29,0.43,0.66",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,salarycalculator.co.uk,,,(non-clustered),,,480.0,0.0,1.22,0.33,0.0,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,1.00",0.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,tax on bonus payments,,,(non-clustered),,,210.0,47.0,0.0,0.0,304000000.0,Informational,"People Also Ask, Related Searches, AI Overview, Site Links, Video","0.20,0.16,0.02,0.02,0.08,0.10,0.06,0.10,0.20,0.10,0.08,0.06",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,bonus after tax,,,(non-clustered),,,140.0,48.0,0.0,0.0,104.0,Informational,"Related Searches, Discussions And Forums, Video, People Also Ask","0.28,0.28,0.23,0.28,0.23,0.17,0.28,0.17,0.23,0.23,0.28,0.43",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,bonus and tax calculator,,,(non-clustered),,,170.0,48.0,1.3,0.0,159000000.0,Informational,"Video, Related Searches","0.02,0.37,0.37,0.01,0.01,0.03,0.04,0.08,0.00,0.03,0.07,0.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,bonus calculator uk tax,,,(non-clustered),,,260.0,32.0,0.96,0.02,51200000.0,Informational,Related Searches,"1.00,0.00,0.16,0.01,0.16,0.00,0.00,0.00,0.00,0.46,0.00,0.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,how much tax do i pay on my bonus uk,,,(non-clustered),,,90.0,48.0,1.06,0.04,122000000.0,Informational,"Related Searches, AI Overview, Site Links, Video, People Also Ask, FAQ","0.34,0.26,0.26,0.26,0.26,0.19,0.19,0.26,0.34,0.26,0.26,0.53",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,how much tax will i pay on my bonus uk,,,(non-clustered),,,140.0,48.0,1.06,0.04,125000000.0,Informational,"Site Links, Video, People Also Ask, Related Searches, AI Overview","0.35,0.28,0.28,0.23,0.17,0.12,0.17,0.17,0.28,0.17,0.23,0.35",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,tax calculator for a bonus,,,(non-clustered),,,210.0,28.0,1.3,0.0,282000000.0,"Informational, Commercial","Related Searches, Site Links, Video","0.01,0.30,0.30,0.01,0.01,0.02,0.03,0.08,0.00,0.02,0.05,0.00",20.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,work out wages,,,(non-clustered),,,590.0,41.0,0.8,0.01,124.0,Informational,"Video, Related Searches","0.81,0.67,0.67,0.81,0.54,0.67,0.67,0.54,0.44,0.54,0.36,0.54",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
